Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min),Distance
INDORES010DEL03,37,4.8,Meal ,motorcycle ,25,4.538
RANCHIRES03DEL02,22,4.6,Drinks ,motorcycle ,22,20.443
SURRES04DEL03,21,4.4,Drinks ,motorcycle ,15,4.561
BANGRES16DEL01,22,4,Snack ,motorcycle ,28,1.552
CHENRES14DEL01,38,4.5,Meal ,motorcycle ,20,1.552
CHENRES03DEL01,28,4,Buffet ,motorcycle ,32,6.209
VADRES09DEL02,29,4.7,Meal ,scooter ,17,20.443
VADRES11DEL01,31,4.9,Drinks ,motorcycle ,38,6.059
SURRES12DEL02,24,4.8,Snack ,scooter ,14,3.041
VADRES04DEL01,33,4.8,Buffet ,motorcycle ,26,6.29
PUNERES11DEL03,26,4.9,Snack ,motorcycle ,30,13.789
RANCHIRES18DEL02,29,4.6,Meal ,scooter ,28,12.074
COIMBRES14DEL02,20,4.7,Snack ,scooter ,29,7.79
SURRES19DEL02,29,4.8,Buffet ,scooter ,12,19.762
BANGRES15DEL01,32,4,Buffet ,motorcycle ,49,10.867
VADRES20DEL01,20,4.9,Meal ,motorcycle ,42,16.66
CHENRES19DEL01,26,5,Meal ,electric_scooter ,24,10.867
SURRES09DEL01,38,4.8,Buffet ,motorcycle ,46,16.721
GOARES17DEL01,34,4.6,Meal ,electric_scooter ,27,6.177
JAPRES19DEL02,27,4.5,Snack ,motorcycle ,13,2.98
KOLRES18DEL01,29,5,Drinks ,motorcycle ,25,10.593
SURRES07DEL02,24,4.9,Drinks ,motorcycle ,24,19.761
INDORES12DEL01,21,4.9,Buffet ,motorcycle ,12,1.513
LUDHRES16DEL01,33,4.4,Drinks ,motorcycle ,24,1.465
RANCHIRES06DEL03,35,4.7,Meal ,motorcycle ,29,9.056
COIMBRES16DEL02,35,4.7,Snack ,scooter ,18,12.464
DEHRES13DEL02,29,4.6,Snack ,scooter ,20,17744.205
MYSRES06DEL03,29,4.6,Buffet ,motorcycle ,13,4.663
MUMRES16DEL01,29,4.8,Drinks ,motorcycle ,23,10.707
PUNERES19DEL02,21,4.9,Buffet ,motorcycle ,19,12.256
BANGRES08DEL01,29,4.6,Meal ,motorcycle ,29,17.079
BANGRES010DEL03,22,4.7,Snack ,motorcycle ,24,13.973
MYSRES20DEL01,29,4.6,Drinks ,scooter ,27,6.218
AGRRES01DEL02,24,4.4,Meal ,scooter ,40,11.905
MYSRES18DEL01,23,4.9,Snack ,scooter ,22,1.554
CHENRES010DEL01,27,4.6,Drinks ,scooter ,12,1.552
COIMBRES20DEL02,33,4.1,Drinks ,motorcycle ,43,12.465
HYDRES16DEL01,35,4.6,Meal ,scooter ,26,16.902
COIMBRES14DEL03,21,4.7,Buffet ,scooter ,27,4.674
CHENRES11DEL03,39,4.4,Meal ,motorcycle ,35,13.97
CHENRES010DEL02,34,4.8,Drinks ,scooter ,27,7.761
SURRES16DEL01,29,4.9,Drinks ,motorcycle ,27,6.081
MUMRES07DEL02,20,4.7,Buffet ,scooter ,17,3.06
ALHRES11DEL01,20,4.8,Drinks ,motorcycle ,17,11.008
RANCHIRES01DEL03,30,4.7,Drinks ,motorcycle ,15,9.054
DEHRES07DEL02,37,4.7,Buffet ,scooter ,39,19.087
INDORES08DEL03,39,4.6,Drinks ,motorcycle ,25,4.538
HYDRES01DEL01,26,5,Drinks ,motorcycle ,18,16.904
ALHRES11DEL02,32,4.9,Meal ,motorcycle ,48,12.58
PUNERES13DEL03,21,4.7,Drinks ,scooter ,28,13.788
BANGRES20DEL02,35,4.8,Snack ,scooter ,29,3.105
RANCHIRES01DEL03,39,4.6,Buffet ,motorcycle ,32,4.527
BANGRES08DEL02,39,5,Meal ,motorcycle ,41,20.184
KOCRES20DEL01,27,4.9,Drinks ,motorcycle ,39,10.924
CHENRES16DEL03,33,4.8,Drinks ,scooter ,16,4.657
HYDRES04DEL02,33,4.8,Meal ,motorcycle ,48,19.977
BANGRES01DEL01,37,4.7,Buffet ,motorcycle ,40,10.868
COIMBRES12DEL02,20,4.6,Drinks ,motorcycle ,11,3.116
LUDHRES07DEL02,20,4.6,Buffet ,motorcycle ,19,12.58
PUNERES010DEL01,31,4.2,Drinks ,scooter ,35,10.725
COIMBRES19DEL02,27,4.6,Buffet ,electric_scooter ,16,3.116
VADRES010DEL02,37,4.9,Drinks ,scooter ,15,7.573
BANGRES14DEL02,34,4.4,Buffet ,scooter ,31,7.763
COIMBRES05DEL03,25,4.7,Snack ,motorcycle ,11,9.348
AURGRES07DEL02,37,4.7,Meal ,motorcycle ,22,7.632
KOCRES11DEL01,23,4.7,Meal ,scooter ,16,10.924
MYSRES17DEL01,27,5,Drinks ,motorcycle ,24,6.218
HYDRES13DEL02,36,4.7,Snack ,electric_scooter ,16,3.074
JAPRES14DEL03,30,4.3,Snack ,motorcycle ,42,20.854
AURGRES20DEL01,20,4.9,Drinks ,motorcycle ,31,1.573
COIMBRES13DEL01,28,4.7,Snack ,scooter ,31,10.906
VADRES07DEL02,36,4,Buffet ,motorcycle ,33,3.145
CHENRES08DEL02,20,4.7,Drinks ,scooter ,16,7.762
PUNERES04DEL01,22,4.7,Buffet ,motorcycle ,16,16.854
MYSRES15DEL01,28,4.7,Buffet ,motorcycle ,25,17.097
SURRES03DEL01,34,4.8,Buffet ,electric_scooter ,18,1.52
VADRES01DEL01,25,4.8,Drinks ,scooter ,26,16.66
AURGRES05DEL02,38,5,Meal ,scooter ,34,7.632
JAPRES17DEL02,34,3.5,Snack ,motorcycle ,32,11.918
VADRES13DEL01,24,4.9,Drinks ,motorcycle ,22,16.66
RANCHIRES04DEL03,33,4.6,Snack ,motorcycle ,50,13.583
KOLRES14DEL02,21,4.6,Snack ,scooter ,16,3.027
KOLRES04DEL03,25,4.6,Drinks ,motorcycle ,23,9.081
VADRES14DEL01,23,4.9,Buffet ,motorcycle ,19,6.059
LUDHRES06DEL02,34,4.9,Snack ,motorcycle ,25,7.325
HYDRES010DEL01,25,4.7,Snack ,scooter ,37,10.757
ALHRES08DEL03,28,4.9,Drinks ,electric_scooter ,10,13.481
PUNERES07DEL01,34,3.7,Buffet ,scooter ,34,16.852
JAPRES20DEL01,24,4.5,Meal ,scooter ,14,16.382
CHENRES14DEL03,31,5,Buffet ,motorcycle ,26,9.314
MUMRES14DEL03,38,4.6,Buffet ,scooter ,30,9.176
DEHRES04DEL03,32,4.8,Buffet ,motorcycle ,17,13.217
AURGRES03DEL03,28,5,Buffet ,motorcycle ,29,13.736
JAPRES06DEL03,29,4.5,Drinks ,motorcycle ,37,13.406
CHENRES05DEL02,28,4.8,Drinks ,electric_scooter ,23,20.178
MYSRES15DEL02,39,4.8,Drinks ,motorcycle ,30,7.772
VADRES16DEL01,39,4.8,Buffet ,scooter ,29,11.008
INDORES05DEL02,26,4.8,Buffet ,scooter ,14,3.025
INDORES02DEL03,33,4.8,Buffet ,electric_scooter ,28,4.539
ALHRES17DEL03,37,4.9,Drinks ,scooter ,27,4.494
BANGRES08DEL03,29,4.6,Drinks ,scooter ,24,9.316
COIMBRES20DEL03,24,4.6,Snack ,motorcycle ,16,14.022
AURGRES03DEL02,36,5,Meal ,motorcycle ,43,12.21
VADRES14DEL03,22,4.7,Snack ,motorcycle ,44,13.631
HYDRES04DEL03,21,4.6,Meal ,motorcycle ,22,4.611
SURRES07DEL02,29,5,Buffet ,scooter ,16,7.601
BANGRES17DEL02,33,4.7,Drinks ,scooter ,18,3.105
RANCHIRES04DEL02,27,4.1,Drinks ,motorcycle ,16,3.019
HYDRES14DEL02,29,4.6,Drinks ,motorcycle ,24,19.976
SURRES04DEL01,30,4.2,Buffet ,motorcycle ,46,10.641
VADRES18DEL02,22,4.8,Buffet ,motorcycle ,26,12.58
COIMBRES13DEL01,20,4.9,Drinks ,scooter ,17,10.906
BANGRES20DEL01,31,4.4,Buffet ,motorcycle ,44,10.867
SURRES19DEL03,36,4.6,Drinks ,scooter ,17,4.561
JAPRES17DEL02,39,4.9,Snack ,motorcycle ,43,11.918
HYDRES07DEL01,32,4.7,Meal ,motorcycle ,41,16.903
RANCHIRES14DEL01,23,4.2,Drinks ,motorcycle ,34,11.008
SURRES13DEL02,30,3.8,Buffet ,scooter ,40,12.162
INDORES15DEL02,26,4.7,Meal ,scooter ,16,3.025
MYSRES07DEL01,29,4.6,Buffet ,motorcycle ,23,1.555
SURRES11DEL01,21,4.9,Buffet ,motorcycle ,13,1.52
COIMBRES12DEL03,23,4.6,Drinks ,scooter ,29,4.674
SURRES03DEL02,22,4.9,Meal ,motorcycle ,24,3.041
SURRES14DEL03,39,4.5,Drinks ,motorcycle ,16,4.561
CHENRES02DEL02,32,4.1,Drinks ,scooter ,34,7.761
JAPRES13DEL01,25,4.7,Drinks ,motorcycle ,20,16.389
SURRES14DEL01,30,5,Snack ,motorcycle ,28,6.081
BANGRES12DEL02,25,4.8,Drinks ,scooter ,30,20.182
COIMBRES09DEL03,26,4.7,Snack ,scooter ,14,14.022
COIMBRES02DEL01,30,4.6,Snack ,motorcycle ,30,6.232
AGRRES07DEL02,31,4.3,Drinks ,motorcycle ,25,2.977
INDORES08DEL02,33,4.8,Buffet ,motorcycle ,28,12.1
MUMRES19DEL03,20,5,Drinks ,scooter ,17,9.177
MYSRES11DEL02,36,4.3,Meal ,scooter ,33,20.206
PUNERES04DEL03,20,4.9,Snack ,motorcycle ,36,13.79
MYSRES07DEL03,29,4.6,Buffet ,scooter ,16,17118.828
AGRRES02DEL03,38,4.1,Snack ,scooter ,38,14.153
VADRES06DEL03,37,4.7,Meal ,motorcycle ,25,9.088
JAPRES05DEL01,28,5,Buffet ,scooter ,40,16.385
BANGRES15DEL02,39,3.5,Meal ,motorcycle ,32,12.42
HYDRES03DEL02,31,4,Snack ,scooter ,42,12.294
HYDRES15DEL02,30,4.9,Snack ,motorcycle ,27,7.683
KOLRES03DEL03,27,4.9,Drinks ,motorcycle ,25,13.622
PUNERES11DEL02,30,4.9,Drinks ,motorcycle ,24,7.661
BANGRES08DEL02,29,4.5,Snack ,scooter ,30,20.184
AGRRES11DEL02,35,4.5,Meal ,motorcycle ,22,19.343
INDORES01DEL02,34,4.9,Snack ,motorcycle ,31,3.026
COIMBRES17DEL02,37,4.8,Buffet ,scooter ,16,12.464
JAPRES08DEL03,34,4.9,Meal ,motorcycle ,25,4.469
RANCHIRES03DEL02,31,4.9,Buffet ,scooter ,16,3.145
HYDRES16DEL03,23,4.1,Meal ,electric_scooter ,32,9.22
INDORES05DEL02,29,4.7,Snack ,motorcycle ,20,7.563
VADRES12DEL02,20,4.9,Meal ,motorcycle ,11,3.145
PUNERES01DEL03,26,4.1,Meal ,motorcycle ,21,9.192
RANCHIRES14DEL02,34,4.5,Snack ,motorcycle ,44,12.58
AURGRES05DEL02,34,4.9,Snack ,motorcycle ,19,7.632
PUNERES18DEL03,21,4.7,Buffet ,scooter ,11,4.596
COIMBRES010DEL01,35,4.6,Snack ,motorcycle ,23,10.906
JAPRES02DEL01,20,4.7,Snack ,electric_scooter ,12,16.384
MUMRES20DEL02,24,4.1,Buffet ,electric_scooter ,39,19.884
BANGRES12DEL01,25,4.5,Snack ,scooter ,16,6.211
MUMRES06DEL03,22,4.8,Drinks ,scooter ,17,4.59
RANCHIRES01DEL03,38,4.7,Meal ,motorcycle ,24,13.58
BANGRES11DEL01,29,4.3,Meal ,scooter ,33,6.211
BANGRES08DEL01,24,4.8,Snack ,scooter ,29,17.079
DEHRES08DEL03,36,4.8,Buffet ,motorcycle ,42,20.555
JAPRES20DEL02,31,4.7,Buffet ,electric_scooter ,28,7.447
MYSRES19DEL03,20,4.8,Snack ,scooter ,25,4.663
BHPRES03DEL02,25,4.6,Snack ,scooter ,16,7.55
BANGRES19DEL01,23,5,Meal ,scooter ,11,17.079
JAPRES20DEL02,39,4.7,Buffet ,motorcycle ,34,7.447
MYSRES17DEL01,21,4.7,Snack ,motorcycle ,35,17.098
INDORES09DEL01,32,4.7,Drinks ,scooter ,25,6.05
RANCHIRES11DEL02,36,4.9,Drinks ,motorcycle ,15,19.619
COIMBRES15DEL01,38,4.8,Snack ,motorcycle ,49,10.906
BANGRES09DEL01,34,4.3,Snack ,motorcycle ,35,17.078
SURRES04DEL01,23,2.5,Buffet ,motorcycle ,34,16.721
MYSRES01DEL02,32,3.6,Meal ,scooter ,39,20.207
BANGRES16DEL01,31,4.8,Meal ,motorcycle ,26,1.552
MYSRES19DEL02,22,4.6,Buffet ,motorcycle ,11,12.435
MYSRES11DEL02,34,3.9,Drinks ,electric_scooter ,33,12.435
RANCHIRES16DEL02,39,4.8,Meal ,motorcycle ,47,19.618
JAPRES07DEL02,21,5,Buffet ,motorcycle ,25,11.923
HYDRES02DEL03,34,3.9,Meal ,scooter ,37,13.831
MYSRES16DEL01,29,4.6,Snack ,motorcycle ,29,2740.281
CHENRES02DEL02,28,4.9,Meal ,motorcycle ,15,12.417
SURRES18DEL01,34,4.9,Buffet ,motorcycle ,20,1.52
BANGRES02DEL02,21,4.7,Meal ,motorcycle ,29,20.181
INDORES04DEL02,30,4.6,Snack ,electric_scooter ,30,3.025
COIMBRES13DEL03,36,5,Drinks ,scooter ,16,9.348
PUNERES15DEL01,25,4.5,Meal ,motorcycle ,24,1.532
BANGRES010DEL01,38,4.3,Snack ,scooter ,31,17.078
MUMRES16DEL01,24,5,Drinks ,scooter ,12,6.119
MYSRES14DEL03,31,4,Drinks ,motorcycle ,34,9.435
VADRES14DEL02,31,4.7,Snack ,electric_scooter ,29,12.117
HYDRES13DEL01,27,4.6,Drinks ,motorcycle ,13,10.757
BANGRES03DEL02,23,4.8,Buffet ,motorcycle ,11,3.105
RANCHIRES01DEL01,29,4.6,Snack ,scooter ,29,16.598
BANGRES010DEL02,25,4.7,Meal ,scooter ,23,20.183
INDORES07DEL01,38,4.5,Drinks ,electric_scooter ,24,1.513
COIMBRES03DEL02,32,4.8,Drinks ,motorcycle ,26,12.464
JAPRES16DEL01,22,4.3,Buffet ,motorcycle ,36,10.43
VADRES06DEL03,35,4.9,Drinks ,scooter ,31,4.544
MYSRES13DEL01,35,4.1,Buffet ,motorcycle ,46,17.098
ALHRES11DEL03,34,4.8,Snack ,scooter ,18,9.435
PUNERES14DEL01,22,3.5,Meal ,motorcycle ,33,10.726
INDORES11DEL01,29,4.6,Buffet ,scooter ,27,1.513
BANGRES02DEL02,28,4.9,Snack ,scooter ,24,7.763
RANCHIRES16DEL01,35,3.6,Meal ,motorcycle ,34,10.565
BHPRES15DEL03,38,4.8,Meal ,scooter ,17,9.06
MUMRES19DEL03,31,5,Meal ,motorcycle ,28,9.177
RANCHIRES14DEL01,29,4.6,Meal ,electric_scooter ,27,1.573
ALHRES19DEL03,26,5,Buffet ,scooter ,10,4.494
BANGRES16DEL01,36,4.4,Snack ,motorcycle ,31,17.075
COIMBRES19DEL03,26,4.6,Drinks ,motorcycle ,32,4.674
LUDHRES010DEL03,38,4.1,Snack ,scooter ,41,20.507
JAPRES03DEL03,25,4.3,Meal ,scooter ,37,13.406
BANGRES04DEL01,25,5,Drinks ,scooter ,32,1.553
ALHRES09DEL02,30,4.7,Meal ,motorcycle ,24,12.58
CHENRES06DEL03,29,4.6,Snack ,motorcycle ,24,4.657
MUMRES16DEL02,29,4.6,Snack ,scooter ,17,7.648
CHENRES09DEL02,33,4.2,Meal ,scooter ,39,3.105
COIMBRES02DEL02,39,4.9,Buffet ,motorcycle ,26,12.464
MYSRES05DEL03,34,4.5,Snack ,motorcycle ,28,4.663
HYDRES02DEL03,37,4.2,Buffet ,motorcycle ,30,4.611
JAPRES18DEL03,36,4.8,Meal ,motorcycle ,20,4.469
PUNERES02DEL01,29,4.9,Meal ,motorcycle ,45,10.725
SURRES01DEL01,30,4.4,Buffet ,electric_scooter ,35,16.721
VADRES11DEL01,32,5,Buffet ,motorcycle ,43,10.603
PUNERES010DEL01,21,4.8,Meal ,motorcycle ,13,10.725
BANGRES06DEL02,24,4.2,Drinks ,scooter ,35,20.181
INDORES16DEL02,28,4.9,Snack ,motorcycle ,25,12.099
AURGRES11DEL01,39,4.9,Snack ,motorcycle ,21,17.298
RANCHIRES20DEL02,21,5,Meal ,scooter ,11,12.072
SURRES09DEL02,24,4.8,Snack ,motorcycle ,37,19.761
AURGRES09DEL03,35,4.8,Buffet ,scooter ,29,4.579
KOLRES11DEL02,25,4.5,Buffet ,motorcycle ,20,12.106
JAPRES09DEL01,20,5,Snack ,motorcycle ,22,10.427
MYSRES13DEL01,23,4.7,Meal ,scooter ,31,10.881
MYSRES20DEL01,28,4.7,Meal ,scooter ,25,17.098
RANCHIRES010DEL01,31,4.8,Meal ,motorcycle ,22,10.565
JAPRES06DEL01,28,4.5,Buffet ,scooter ,16,10.427
LUDHRES18DEL03,20,3.9,Buffet ,motorcycle ,54,8.79
JAPRES17DEL02,26,4.9,Buffet ,scooter ,22,19.364
GOARES19DEL01,34,4.6,Drinks ,scooter ,26,1.573
PUNERES12DEL01,24,4.8,Snack ,motorcycle ,10,1.532
COIMBRES20DEL03,35,4.8,Buffet ,motorcycle ,43,14.022
INDORES010DEL03,31,4.7,Snack ,electric_scooter ,19,4.538
KOLRES20DEL02,20,4.7,Drinks ,motorcycle ,28,12.109
INDORES08DEL01,32,4,Snack ,motorcycle ,31,1.513
BHPRES03DEL03,25,4.7,Buffet ,scooter ,19,4.53
VADRES19DEL03,29,5,Snack ,motorcycle ,20,4.544
JAPRES13DEL02,20,4.8,Drinks ,scooter ,14,7.45
JAPRES09DEL03,23,4.7,Snack ,motorcycle ,42,20.852
INDORES06DEL03,33,5,Meal ,scooter ,25,13.612
COIMBRES13DEL01,24,4.8,Drinks ,motorcycle ,16,17.138
MUMRES09DEL03,25,4.8,Drinks ,motorcycle ,22,9.181
SURRES010DEL03,29,4.6,Drinks ,motorcycle ,21,9.121
PUNERES19DEL02,31,4.4,Buffet ,scooter ,37,19.915
MYSRES17DEL01,38,4.8,Meal ,electric_scooter ,17,6.218
DEHRES08DEL01,22,4.6,Snack ,motorcycle ,15,16.152
SURRES15DEL01,35,4.7,Buffet ,electric_scooter ,12,1.52
SURRES03DEL01,34,3.8,Meal ,scooter ,39,16.721
CHENRES05DEL03,20,4.8,Snack ,scooter ,28,13.97
VADRES04DEL01,29,4.6,Buffet ,motorcycle ,16,1.573
VADRES11DEL03,20,3.5,Buffet ,motorcycle ,50,4.544
COIMBRES03DEL02,30,4.2,Meal ,scooter ,49,12.464
SURRES16DEL01,29,4.6,Snack ,motorcycle ,14,1.52
VADRES08DEL03,24,4.4,Meal ,motorcycle ,49,4.718
ALHRES05DEL01,35,4,Snack ,scooter ,35,16.476
COIMBRES15DEL01,28,4.8,Snack ,scooter ,18,1.558
INDORES20DEL02,22,5,Meal ,scooter ,11,7.563
COIMBRES17DEL01,23,4.8,Drinks ,motorcycle ,33,10.906
VADRES15DEL01,32,4.3,Meal ,motorcycle ,28,1.573
PUNERES12DEL02,22,4.9,Meal ,scooter ,16,3.065
RANCHIRES15DEL03,34,4.6,Buffet ,motorcycle ,29,9.056
INDORES14DEL01,30,4.7,Snack ,motorcycle ,26,1.513
VADRES13DEL01,20,4.8,Snack ,motorcycle ,14,6.059
SURRES07DEL02,20,5,Meal ,motorcycle ,36,12.162
LUDHRES04DEL03,39,4.6,Drinks ,scooter ,24,4.395
RANCHIRES17DEL02,27,4.7,Meal ,scooter ,11,3.019
JAPRES04DEL02,35,4.8,Buffet ,electric_scooter ,27,2.98
PUNERES06DEL02,24,4.8,Meal ,motorcycle ,26,19.916
BHPRES11DEL03,25,4.9,Snack ,motorcycle ,17,9.06
PUNERES09DEL01,28,4.8,Meal ,motorcycle ,14,6.129
MUMRES07DEL02,33,4.6,Drinks ,scooter ,30,12.238
JAPRES06DEL02,35,4.9,Meal ,scooter ,21,7.448
CHENRES09DEL01,30,4.9,Drinks ,motorcycle ,35,10.866
CHENRES18DEL03,31,4.9,Snack ,motorcycle ,29,9.315
BANGRES17DEL03,31,4.8,Drinks ,scooter ,21,13.972
GOARES19DEL02,24,4.7,Drinks ,scooter ,16,3.145
MUMRES15DEL02,33,5,Drinks ,scooter ,24,3.059
BHPRES04DEL01,39,4.6,Buffet ,scooter ,18,16.611
KNPRES19DEL03,37,4.5,Snack ,motorcycle ,24,8.953
JAPRES17DEL03,26,4.8,Drinks ,motorcycle ,21,4.47
RANCHIRES07DEL02,35,4.4,Buffet ,motorcycle ,32,7.547
KOLRES04DEL01,29,4.8,Buffet ,scooter ,14,1.514
PUNERES02DEL01,24,4.8,Drinks ,motorcycle ,19,1.532
JAPRES06DEL02,25,4.9,Drinks ,electric_scooter ,27,19.363
PUNERES15DEL01,20,4.5,Drinks ,motorcycle ,21,6.127
SURRES18DEL01,28,5,Snack ,scooter ,13,10.642
RANCHIRES20DEL01,29,5,Buffet ,motorcycle ,21,1.509
RANCHIRES06DEL02,37,4.8,Meal ,motorcycle ,27,3.019
KOLRES12DEL01,30,4.8,Drinks ,electric_scooter ,28,1.514
COIMBRES06DEL03,23,5,Buffet ,scooter ,34,14.022
LUDHRES08DEL01,36,4.5,Snack ,motorcycle ,18,10.255
HYDRES13DEL03,39,4.5,Drinks ,motorcycle ,37,13.83
BANGRES01DEL02,28,4.9,Meal ,motorcycle ,13,7.763
MUMRES11DEL01,32,4.8,Drinks ,scooter ,18,1.53
HYDRES010DEL03,38,4.9,Snack ,motorcycle ,31,9.22
BHPRES14DEL03,32,4.7,Snack ,scooter ,24,14.153
MYSRES20DEL02,35,4.8,Meal ,scooter ,42,20.206
KOLRES03DEL03,33,4.8,Snack ,motorcycle ,21,9.081
HYDRES04DEL02,27,4.9,Buffet ,motorcycle ,32,19.977
INDORES07DEL01,28,4.9,Meal ,scooter ,17,10.588
CHENRES18DEL01,27,4.6,Snack ,motorcycle ,22,6.21
BANGRES14DEL01,23,5,Snack ,electric_scooter ,27,10.868
COIMBRES04DEL02,37,4.2,Drinks ,scooter ,37,12.464
CHENRES09DEL03,36,4.9,Buffet ,motorcycle ,24,9.314
AGRRES02DEL02,32,4.9,Snack ,motorcycle ,47,12.58
RANCHIRES09DEL03,38,4.8,Buffet ,motorcycle ,17,9.056
MUMRES02DEL03,38,4.8,Drinks ,motorcycle ,27,9.175
ALHRES010DEL02,27,5,Drinks ,scooter ,16,7.863
HYDRES06DEL01,31,4.4,Meal ,motorcycle ,53,10.756
HYDRES20DEL02,21,4.2,Snack ,motorcycle ,16,3.073
COIMBRES02DEL01,26,4.7,Drinks ,scooter ,22,17.137
PUNERES15DEL01,23,4.9,Snack ,motorcycle ,36,10.722
RANCHIRES07DEL02,36,4.8,Meal ,scooter ,15,12.074
COIMBRES07DEL03,29,4.6,Meal ,motorcycle ,17,9.349
BANGRES09DEL01,34,4.7,Buffet ,motorcycle ,26,6.211
COIMBRES07DEL02,20,4.9,Buffet ,motorcycle ,15,12.465
COIMBRES05DEL03,25,4.1,Buffet ,motorcycle ,28,9.348
INDORES03DEL02,36,4.6,Drinks ,motorcycle ,30,12.099
CHENRES18DEL02,27,4.7,Snack ,motorcycle ,20,12.42
AURGRES01DEL02,35,4.1,Meal ,motorcycle ,32,3.053
MYSRES02DEL01,31,4.8,Meal ,scooter ,26,6.218
DEHRES02DEL01,33,4.8,Drinks ,scooter ,22,17.298
JAPRES15DEL01,23,5,Drinks ,scooter ,44,16.386
BANGRES19DEL02,23,4.5,Drinks ,scooter ,26,20.183
VADRES12DEL01,29,4.7,Snack ,motorcycle ,14,17.298
COIMBRES010DEL01,29,4.8,Snack ,motorcycle ,26,6.232
AURGRES13DEL02,30,5,Meal ,scooter ,19,7.631
HYDRES11DEL02,39,4.9,Meal ,motorcycle ,25,3.074
RANCHIRES11DEL03,34,4.3,Meal ,motorcycle ,36,4.528
VADRES20DEL02,36,4.8,Buffet ,motorcycle ,29,3.03
HYDRES12DEL03,30,4.9,Drinks ,motorcycle ,24,9.22
VADRES14DEL03,29,4.8,Drinks ,motorcycle ,29,4.544
SURRES08DEL03,24,4.7,Meal ,scooter ,10,9.121
CHENRES02DEL02,37,4.8,Drinks ,motorcycle ,18,3.104
CHENRES13DEL02,29,4.6,Drinks ,motorcycle ,17,12.418
SURRES11DEL02,30,4.8,Drinks ,motorcycle ,16,12.162
HYDRES18DEL03,21,4.7,Buffet ,motorcycle ,10,4.61
CHENRES17DEL02,33,4.7,Snack ,motorcycle ,22,7.761
MYSRES19DEL03,39,4.4,Meal ,motorcycle ,39,13.989
BANGRES11DEL02,25,4.8,Drinks ,motorcycle ,22,7.763
LUDHRES13DEL03,26,4.7,Meal ,motorcycle ,18,8.79
VADRES010DEL01,30,5,Drinks ,scooter ,25,1.515
GOARES07DEL02,37,4.7,Meal ,motorcycle ,20,3.088
DEHRES14DEL02,39,4.7,Buffet ,motorcycle ,24,2.938
INDORES14DEL02,21,4.9,Snack ,motorcycle ,19,12.099
MYSRES03DEL01,31,4.1,Meal ,motorcycle ,33,6.218
JAPRES010DEL01,38,4.9,Snack ,scooter ,25,5.959
AGRRES04DEL02,35,4.9,Meal ,motorcycle ,36,19.341
RANCHIRES11DEL03,29,4.6,Meal ,motorcycle ,15,19070.338
VADRES09DEL03,39,4.9,Snack ,scooter ,17,4.718
COIMBRES07DEL02,31,4.8,Meal ,scooter ,23,7.791
RANCHIRES14DEL02,39,4.1,Meal ,motorcycle ,29,3.145
VADRES15DEL03,26,4.7,Snack ,scooter ,12,4.718
CHENRES010DEL03,39,4.2,Snack ,scooter ,32,4.657
HYDRES02DEL02,29,4.6,Snack ,scooter ,17,7.684
AGRRES09DEL03,32,4,Buffet ,motorcycle ,46,4.718
RANCHIRES14DEL02,34,4.9,Meal ,motorcycle ,36,12.58
SURRES04DEL01,25,4.8,Buffet ,scooter ,28,6.081
CHENRES010DEL03,38,5,Meal ,motorcycle ,32,4.657
BANGRES05DEL03,39,4.9,Buffet ,motorcycle ,30,9.315
RANCHIRES17DEL01,33,4.3,Drinks ,motorcycle ,31,6.037
BANGRES04DEL01,30,4.7,Snack ,motorcycle ,32,6.21
VADRES01DEL02,30,4.4,Snack ,scooter ,40,19.689
JAPRES06DEL03,21,4.9,Meal ,motorcycle ,15,4.469
RANCHIRES06DEL01,20,4.5,Drinks ,motorcycle ,51,6.037
DEHRES12DEL03,28,4.6,Snack ,scooter ,17,4.718
AURGRES01DEL01,26,4.6,Buffet ,motorcycle ,22,1.526
ALHRES18DEL02,31,4.3,Buffet ,motorcycle ,48,2.996
GOARES20DEL01,27,4.6,Snack ,motorcycle ,43,11.008
MUMRES11DEL02,32,5,Meal ,scooter ,25,19.891
SURRES05DEL02,23,4.9,Snack ,motorcycle ,10,3.041
PUNERES09DEL02,26,4.9,Meal ,scooter ,25,7.661
SURRES06DEL01,34,5,Snack ,motorcycle ,30,16.721
PUNERES07DEL02,37,4.7,Meal ,scooter ,25,7.661
COIMBRES010DEL03,21,4.9,Snack ,scooter ,24,4.674
MYSRES02DEL02,28,4.6,Drinks ,motorcycle ,27,7.773
VADRES04DEL02,23,4.8,Buffet ,motorcycle ,11,3.145
INDORES08DEL01,33,4.7,Meal ,motorcycle ,25,16.637
MYSRES19DEL03,37,4.5,Meal ,scooter ,16,4.663
COIMBRES06DEL01,22,4.9,Buffet ,motorcycle ,16,10.906
HYDRES04DEL03,29,5,Drinks ,motorcycle ,27,13.831
JAPRES05DEL03,32,4.6,Snack ,motorcycle ,24,4.469
GOARES17DEL03,36,4.9,Snack ,motorcycle ,15,4.632
COIMBRES07DEL03,37,4.7,Snack ,motorcycle ,26,4.675
JAPRES010DEL01,31,4.8,Buffet ,motorcycle ,19,1.49
PUNERES06DEL03,21,4.9,Buffet ,motorcycle ,18,9.193
AGRRES01DEL01,29,4.6,Meal ,motorcycle ,12,10.417
